openalex_id,doi,pub_year,n_authors,source_id,retraction_date,retraction_year,category,rw_journal,rw_publisher
W2774364940,10.1088/1742-2140/aa9f80,2017,329,S35316464,2020-07-17,2020.0,AUTHOR_MISCONDUCT,Journal of Geophysics and Engineering,Oxford University Press
W4232440362,10.1139/cjc-2017-0471,2018,63,S9189650,2018-07-03,2018.0,HONEST_ERROR,Canadian Journal of Chemistry,Canadian Science Publishing
W1526521203,10.1002/hed.24139,2015,7,S4210201749,2015-06-03,2015.0,AUTHOR_MISCONDUCT,Head and Neck,Wiley
W2969867960,10.1152/physiolgenomics.00011.2019,2019,112,S57123121,2019-11-21,2019.0,UNCONFIRMED_CONCERNS,Physiological Genomics,American Physiological Society
W2215565132,10.1016/j.rser.2015.08.011,2015,3,S68497187,2018-02-09,2018.0,AUTHOR_MISCONDUCT,Renewable and Sustainable Energy Reviews,Elsevier
W2905520589,10.1139/bcb-2018-0135,2018,3,S159551863,2021-03-19,2021.0,AUTHOR_MISCONDUCT,Biochemistry and Cell Biology: Biochimie et Biologie Cellulaire,Canadian Science Publishing
W2103751512,10.5209/rev_dice.2013.v31.43628,2014,1,S4210186986,2021-07-12,2021.0,AUTHOR_MISCONDUCT,Dicenda. Estudios de lengua y literatura españolas,Universidad Complutense de Madrid
W2554324297,10.1021/acsnano.6b06597,2016,6,S145476921,2021-03-23,2021.0,AUTHOR_MISCONDUCT,ACS Nano,American Chemical Society (ACS)
W2197646340,10.1016/j.msea.2014.01.025,2014,3,S154732359,2015-12-17,2015.0,AUTHOR_MISCONDUCT,Materials Science and Engineering: A,Elsevier
W2161496383,10.1093/hmg/dds516,2012,12,S166515463,2017-08-22,2017.0,AUTHOR_MISCONDUCT,Human Molecular Genetics,Oxford University Press
W3157831634,10.2320/matertrans.mt-m2020194,2021,5,S4210209311,2021-08-25,2021.0,HONEST_ERROR,Materials Transactions,The Japan Institute of Metals and Materials
W1974474718,10.1016/j.matchar.2014.06.013,2014,2,S53842986,2017-08-14,2017.0,AUTHOR_MISCONDUCT,Materials Characterization,Elsevier
W2026290605,10.1371/journal.pone.0005528,2009,15,S202381698,2019-09-19,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2617539167,10.1007/s00590-013-1385-9,2013,3,S54672533,2015-01-24,2015.0,AUTHOR_MISCONDUCT,European Journal of Orthopaedic Surgery & Traumatology: Orthopédie Traumatologie,Springer
W2029521161,10.1074/jbc.m109.030874,2009,14,S140251998,2016-12-23,2016.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2006598470,10.1371/journal.pone.0076809,2013,2,S202381698,2016-11-17,2016.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2747362213,10.1016/j.anr.2017.08.006,2017,1,S164414985,2018-06-30,2018.0,AUTHOR_MISCONDUCT,Asian Nursing Research,Elsevier
W2744796842,10.1097/ta.0000000000001662,2017,3,S4210177186,2018-08-26,2018.0,EDITORIAL_COMPROMISE,Journal of Trauma and Acute Care Surgery,Wolters Kluwer
W3024756465,10.2147/ott.s250101,2020,6,S120324992,2021-10-05,2021.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W2972128888,10.1186/s13000-015-0324-y,2015,7,S124750060,2016-10-17,2016.0,AUTHOR_MISCONDUCT,Diagnostic Pathology,BioMed Central (BMC)
W4200334482,10.1016/j.ijmedinf.2021.104664,2021,7,S53142634,2022-01-06,2022.0,EDITORIAL_COMPROMISE,International Journal of Medical Informatics,Elsevier
W2564128884,10.1016/j.expneurol.2016.12.013,2016,8,S165592611,2017-09-22,2017.0,AUTHOR_MISCONDUCT,Experimental Neurology,Elsevier
W3094504564,10.1038/s41559-020-01326-7,2020,1,S2764884935,2021-05-18,2021.0,UNCLASSIFIED,Nature Ecology & Evolution,Springer - Nature Publishing Group
W4231932196,10.7759/cureus.8992,2020,2,S2738950867,2021-03-05,2021.0,EDITORIAL_COMPROMISE,Cureus,Cureus (Part of Springer Nature as of December 2022)
W3111811057,10.2147/ott.s258684,2020,5,S120324992,2021-12-07,2021.0,HONEST_ERROR,OncoTargets and Therapy,Taylor and Francis - Dove Press
W2463719418,10.1093/ckj/sfw060,2016,12,S117236744,2017-07-09,2017.0,HONEST_ERROR,Clinical Kidney Journal,Oxford University Press
W3022146545,10.2147/ndt.s240698,2020,5,S124245730,2021-02-12,2021.0,AUTHOR_MISCONDUCT,Neuropsychiatric Disease and Treatment,Taylor and Francis - Dove Press
W2794292399,10.5812/aapm.63490,2018,2,S2764902933,2021-10-22,2021.0,AUTHOR_MISCONDUCT,Anesthesiology and Pain Medicine,Kowsar Publishing
W2886351860,10.1016/j.biopha.2018.07.141,2018,4,S15111687,2022-02-11,2022.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W2237608271,10.1016/j.ejogrb.2016.01.015,2016,1,S17762386,2019-08-24,2019.0,UNCONFIRMED_CONCERNS,European Journal of Obstetrics & Gynecology and Reproductive Biology,Elsevier
W2221934583,10.1016/j.chemosphere.2015.12.092,2016,2,S203465130,2016-10-01,2016.0,HONEST_ERROR,Chemosphere,Elsevier
W3200378443,10.1007/s13204-021-02054-5,2021,6,S2764818521,2022-12-15,2022.0,EDITORIAL_COMPROMISE,Applied Nanoscience,Springer
W2762204543,10.22363/2312-8313-2017-4-2-153-163,2017,1,S4210206045,2017-10-26,2017.0,EDITORIAL_COMPROMISE,Bulletin of the Russian University of People's Friendship. Series: State and Municipal Administration (Вестник Российского Университета Дружбы Народов. Серия: Государственное И Муниципальное Управление),People's Friendship University of Russia (RUDN) (Moscow) (Российский университет дружбы народов (РУДН) (Москва))
W3197962592,10.1016/j.jtv.2021.08.006,2021,4,S103059793,2022-08-16,2022.0,ETHICS_VIOLATION,Journal of Tissue Viability,Elsevier
W2902885730,10.1159/000495488,2018,4,S161399637,2020-08-01,2020.0,AUTHOR_MISCONDUCT,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
W2896047777,10.31857/s013207690000909-1,2018,1,S4210203174,2019-10-01,2019.0,AUTHOR_MISCONDUCT,State and Law (Государство И Право),"Institute of State and Law of the Russian Academy of Sciences, Russian Academy of Sciences (Moscow) (Институт государства и права РАН, Российская академия наук (Москва))"
W2959474491,10.2147/ndt.s214595,2019,3,S124245730,2019-08-22,2019.0,UNCONFIRMED_CONCERNS,Neuropsychiatric Disease and Treatment,Taylor and Francis - Dove Press
W2894222421,10.1038/s41379-018-0123-6,2018,12,S33606366,2022-03-25,2022.0,HONEST_ERROR,Modern Pathology,Springer - Nature Publishing Group
W2530477196,10.1371/journal.pone.0164378,2016,9,S202381698,2017-06-21,2017.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2885706464,10.1016/j.biopha.2018.08.020,2018,5,S15111687,2022-03-11,2022.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W2770106509,10.2147/ott.s143084,2017,4,S120324992,2022-11-16,2022.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W2053053955,10.3892/or.2014.3405,2014,5,S124357017,2022-10-03,2022.0,AUTHOR_MISCONDUCT,Oncology Reports,Spandidos
W2090213127,10.1371/journal.pone.0113401,2014,8,S202381698,2021-04-29,2021.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2068642376,10.1371/journal.pone.0075994,2013,5,S202381698,2018-07-03,2018.0,HONEST_ERROR,PLoS One,PLoS
W2492368056,10.1208/s12249-016-0596-x,2016,4,S1234972,2020-01-21,2020.0,AUTHOR_MISCONDUCT,AAPS PharmSciTech,Springer
W2605363845,10.1038/onc.2017.89,2017,7,S128439998,2019-06-13,2019.0,HONEST_ERROR,Oncogene,Springer - Nature Publishing Group
W2605139563,10.1016/j.intimp.2017.03.030,2017,8,S158377717,2021-04-22,2021.0,AUTHOR_MISCONDUCT,International Immunopharmacology,Elsevier
W2072270281,10.1371/journal.pone.0046769,2012,5,S202381698,2019-07-23,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2605675109,10.1186/s13660-017-1357-4,2017,4,S51920167,2020-01-22,2020.0,EDITORIAL_COMPROMISE,Journal of Inequalities and Applications,Springer
W1965108670,10.1016/0005-7967(94)00091-w,1995,3,S186589312,2021-06-18,2021.0,HONEST_ERROR,Behaviour Research and Therapy,Elsevier
W2114419084,10.1371/journal.pone.0103414,2014,4,S202381698,2019-04-23,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2116425368,10.3892/etm.2014.1532,2014,5,S151424340,2015-04-29,2015.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W3165437567,10.7759/cureus.15251,2021,6,S2738950867,2021-12-15,2021.0,AUTHOR_MISCONDUCT,Cureus,Cureus (Part of Springer Nature as of December 2022)
W2791331789,10.1007/s10329-018-0651-1,2018,6,S91612243,2018-11-18,2018.0,HONEST_ERROR,Primates,Springer
W2533121952,10.1016/j.jad.2016.08.026,2016,5,S113871862,2018-09-05,2018.0,HONEST_ERROR,Journal of Affective Disorders,Elsevier
W4296123388,10.1007/s10479-022-04961-4,2022,7,S57667410,2022-11-18,2022.0,HONEST_ERROR,Annals of Operations Research,Springer - Nature Publishing Group
W2904233876,10.2147/ott.s183847,2018,4,S120324992,2021-09-19,2021.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W1947077539,10.1007/s13277-015-4194-4,2015,7,S12644804,2016-12-01,2016.0,AUTHOR_MISCONDUCT,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
W1906124091,10.1002/14651858.cd001364.pub4,2013,2,S4210172715,2015-04-30,2015.0,AUTHOR_MISCONDUCT,Cochrane Database of Systematic Reviews,Wiley
W2031458114,10.7860/jcdr/2013/4833.2724,2013,1,S2737465529,2015-07-13,2015.0,AUTHOR_MISCONDUCT,Journal of Clinical and Diagnostic Research (JCDR),JCDR Research and Publications Limited
W2612139361,10.1371/journal.pntd.0004738,2017,4,S46544255,2020-07-01,2020.0,HONEST_ERROR,PLoS Neglected Tropical Diseases,PLoS
W2943037077,10.3892/ol.2016.4607,2016,8,S58832373,2019-03-04,2019.0,AUTHOR_MISCONDUCT,Oncology Letters,Spandidos
W2940954140,10.1016/j.jclinane.2019.03.004,2019,1,S155967237,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W3040459045,10.2147/ott.s253151,2020,5,S120324992,2021-01-08,2021.0,HONEST_ERROR,OncoTargets and Therapy,Taylor and Francis - Dove Press
W1998299106,10.1371/journal.pone.0041940,2012,6,S202381698,2019-09-24,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2005388113,10.1007/s13277-013-0755-6,2013,4,S12644804,2017-04-20,2017.0,EDITORIAL_COMPROMISE,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
W2169898469,10.3892/ijo.2015.3112,2015,6,S4210208883,2021-07-01,2021.0,AUTHOR_MISCONDUCT,International Journal of Oncology,Spandidos
W2169406185,10.1016/j.otc.2015.04.005,2015,3,S32858342,2017-05-12,2017.0,AUTHOR_MISCONDUCT,Otolaryngologic Clinics of North America,Elsevier
W2931094114,10.1016/j.biopha.2019.108782,2019,4,S15111687,2022-01-11,2022.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W2018668167,10.1016/j.bcp.2006.12.010,2006,6,S185534594,2016-02-15,2016.0,AUTHOR_MISCONDUCT,Biochemical Pharmacology,Elsevier
W302218017,10.1016/j.jim.2015.05.003,2015,2,S201669150,2016-09-08,2016.0,AUTHOR_MISCONDUCT,Journal of Immunological Methods,Elsevier
W3137517443,10.1016/j.cbpa.2021.110938,2021,7,S193677276,2021-05-20,2021.0,EDITORIAL_COMPROMISE,"Comparative Biochemistry and Physiology: Part A, Molecular & Integrative Physiology",Elsevier
W2057425244,10.1371/journal.pone.0109107,2014,3,S202381698,2020-01-22,2020.0,UNCONFIRMED_CONCERNS,PLoS One,PLoS
W1967514373,10.1371/journal.pone.0087254,2014,9,S202381698,2019-09-23,2019.0,UNCONFIRMED_CONCERNS,PLoS One,PLoS
W2056157435,10.1631/jzus.2003.0236,2003,4,S4210215848,2021-12-10,2021.0,AUTHOR_MISCONDUCT,Journal of Zhejiang University: Science A,Springer
W2057709467,10.1371/journal.pone.0090396,2014,10,S202381698,2022-12-06,2022.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2773542035,10.1016/j.jclinane.2017.12.007,2017,2,S155967237,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W2414803427,10.2147/ott.s87183,2016,7,S120324992,2021-05-18,2021.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W2347126379,10.4238/gmr.15025866,2016,4,S206553565,2016-10-07,2016.0,AUTHOR_MISCONDUCT,Genetics and Molecular Research (GMR),FUNPEC-RP
W2996869327,10.1016/j.carbpol.2019.115799,2019,1,S64311837,2020-03-19,2020.0,EDITORIAL_COMPROMISE,Carbohydrate Polymers,Elsevier
W2029825757,10.1016/j.brainres.2010.06.052,2010,3,S96638545,2021-02-17,2021.0,AUTHOR_MISCONDUCT,Brain Research,Elsevier
W2111604826,10.2133/dmpk.dmpk-13-rg-126,2014,4,S185835163,2019-02-10,2019.0,HONEST_ERROR,Drug Metabolism and Pharmacokinetics,Elsevier
W2007000346,10.3892/ol.2014.2753,2014,5,S58832373,2021-07-08,2021.0,AUTHOR_MISCONDUCT,Oncology Letters,Spandidos
W3157243920,10.1016/j.ridd.2021.103936,2021,8,S132320204,2021-12-23,2021.0,HONEST_ERROR,Research in Developmental Disabilities,Elsevier
W3161806427,10.7759/cureus.14976,2021,5,S2738950867,2022-03-17,2022.0,AUTHOR_MISCONDUCT,Cureus,Cureus (Part of Springer Nature as of December 2022)
W2923982352,10.1016/j.lfs.2019.03.067,2019,3,S175775512,2022-07-13,2022.0,AUTHOR_MISCONDUCT,Life Sciences,Elsevier
W3134520197,10.1016/j.lfs.2021.119249,2021,4,S175775512,2021-03-01,2021.0,AUTHOR_MISCONDUCT,Life Sciences,Elsevier
W2587263071,10.2147/ijn.s127417,2017,9,S101287785,2022-07-08,2022.0,AUTHOR_MISCONDUCT,International Journal of Nanomedicine,Taylor and Francis - Dove Press
W2623459028,10.17072/1995-4190-2017-35-33-41,2017,1,S4306538646,2018-06-29,2018.0,AUTHOR_MISCONDUCT,Bulletin of Perm University. Legal Sciences (Вестник Пермского Университета. Юридические Науки),Perm State National Research University (Пермский государственный национальный исследовательский университет)
W3046455796,10.1016/j.chemosphere.2020.127832,2020,4,S203465130,2020-11-06,2020.0,HONEST_ERROR,Chemosphere,Elsevier
W2982680497,10.7150/jca.29931,2019,3,S200072998,2021-10-08,2021.0,AUTHOR_MISCONDUCT,Journal of Cancer,Ivyspring International Publisher
W2983596582,10.1016/j.jclinane.2019.06.010,2019,2,S155967237,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W2776632732,10.1038/s41477-017-0086-5,2017,2,S2764671299,2020-06-26,2020.0,UNCLASSIFIED,Nature Plants,Springer - Nature Publishing Group
W2552085621,10.1007/s00213-016-4284-z,2016,8,S80334769,2017-01-01,2017.0,UNCONFIRMED_CONCERNS,Psychopharmacology,Springer
W2028757936,10.1074/jbc.m405730200,2004,3,S140251998,2019-05-17,2019.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W3208848037,10.1016/j.hrtlng.2021.07.005,2021,5,S85505639,2022-03-15,2022.0,UNCONFIRMED_CONCERNS,Heart & Lung,Elsevier
W2023209185,10.1016/j.saa.2014.05.076,2014,4,S96873385,2016-09-29,2016.0,AUTHOR_MISCONDUCT,"Spectrochimica Acta Part A, Molecular and Biomolecular Spectroscopy",Elsevier
W1983878705,10.1371/journal.pone.0055727,2013,10,S202381698,2021-12-22,2021.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W1996986346,10.2147/ndt.s33259,2012,3,S124245730,2021-03-03,2021.0,HONEST_ERROR,Neuropsychiatric Disease and Treatment,Taylor and Francis - Dove Press
W2965528347,10.2147/cmar.s211856,2019,4,S2764554612,2021-09-27,2021.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W2124007311,10.4077/cjp.2014.bac242,2014,1,S178179723,2021-02-25,2021.0,UNCONFIRMED_CONCERNS,Chinese Journal of Physiology,Wolters Kluwer - Medknow
W2172024700,10.1093/bja/aeg089,2003,5,S33418846,2018-11-29,2018.0,AUTHOR_MISCONDUCT,British Journal of Anaesthesia,Elsevier
W4214549932,10.21037/atm-22-268,2022,2,S2755174949,2022-10-01,2022.0,UNCONFIRMED_CONCERNS,Annals of Translational Medicine,AME Publishing Company
W2257783253,10.1016/j.sjbs.2016.01.035,2016,4,S32679471,2019-06-20,2019.0,AUTHOR_MISCONDUCT,Saudi Journal of Biological Sciences,Elsevier
W2086380453,10.1074/jbc.m805483200,2008,5,S140251998,2021-04-29,2021.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,Elsevier
W3183661898,10.1007/s00604-021-04910-1,2021,4,S12065667,2022-09-29,2022.0,AUTHOR_MISCONDUCT,Microchimica Acta,Springer
W2000978979,10.1016/j.bcp.2009.08.007,2009,5,S185534594,2016-02-15,2016.0,AUTHOR_MISCONDUCT,Biochemical Pharmacology,Elsevier
W2591281599,10.7150/jca.15753,2017,10,S200072998,2017-09-08,2017.0,HONEST_ERROR,Journal of Cancer,Ivyspring International Publisher
W1463343654,10.1007/s00405-014-3328-4,2014,7,S163740676,2015-11-01,2015.0,AUTHOR_MISCONDUCT,European Archives of Otorhinolaryngology: Official Journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS),Springer
W2047530251,10.1016/j.fertnstert.2008.06.013,2008,3,S45445671,2020-09-08,2020.0,AUTHOR_MISCONDUCT,Fertility and Sterility,Elsevier
W3159371015,10.2147/cmar.s299715,2021,4,S2764554612,2021-12-23,2021.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W3158862494,10.1016/j.janxdis.2021.102409,2021,3,S110204754,2021-06-08,2021.0,HONEST_ERROR,Journal of Anxiety Disorders,Elsevier
W3152018534,10.1016/j.biomaterials.2021.120777,2021,10,S163807576,2021-10-23,2021.0,AUTHOR_MISCONDUCT,Biomaterials,Elsevier
W1983933163,10.1371/journal.pone.0040789,2012,10,S202381698,2016-05-09,2016.0,HONEST_ERROR,PLoS One,PLoS
W1979676349,10.1016/j.msec.2015.01.081,2015,5,S43139658,2018-04-09,2018.0,AUTHOR_MISCONDUCT,Materials Science and Engineering: C,Elsevier
W2099158744,10.1097/pra.0000000000000106,2015,4,S156364528,2018-07-01,2018.0,HONEST_ERROR,Journal of Psychiatric Practice,Wolters Kluwer
W2115291421,10.3892/ol.2014.2779,2014,4,S58832373,2016-12-01,2016.0,AUTHOR_MISCONDUCT,Oncology Letters,Spandidos
W3203740814,10.2147/ijn.s323974,2021,3,S101287785,2021-11-22,2021.0,AUTHOR_MISCONDUCT,International Journal of Nanomedicine,Taylor and Francis - Dove Press
W4200186642,10.1016/j.intimp.2021.108414,2021,5,S158377717,2021-12-17,2021.0,HONEST_ERROR,International Immunopharmacology,Elsevier
W4224042478,10.1016/j.neurol.2022.02.223,2022,4,S124451323,2022-04-15,2022.0,HONEST_ERROR,Revue Neurologique,Elsevier
W3135858976,10.2147/ijn.s278724,2021,6,S101287785,2022-05-23,2022.0,AUTHOR_MISCONDUCT,International Journal of Nanomedicine,Taylor and Francis - Dove Press
W3139264641,10.1007/s11356-021-12980-0,2021,9,S87561820,2022-02-03,2022.0,AUTHOR_MISCONDUCT,Environmental Science and Pollution Research,Springer
W2145807414,10.1074/jbc.m311780200,2004,10,S140251998,2015-09-04,2015.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2081467321,10.1371/journal.pone.0089756,2014,6,S202381698,2022-03-30,2022.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W3011541459,10.3892/or.2014.2991,2014,6,S124357017,2020-01-29,2020.0,HONEST_ERROR,Oncology Reports,Spandidos
W3019157691,10.2147/cmar.s241372,2020,6,S2764554612,2021-12-23,2021.0,ETHICS_VIOLATION,Cancer Management and Research,Taylor and Francis - Dove Press
W2111251544,10.1371/journal.pone.0023000,2011,4,S202381698,2018-12-31,2018.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2966920908,10.1016/j.gene.2019.144057,2019,4,S75702506,2020-11-15,2020.0,AUTHOR_MISCONDUCT,Gene,Elsevier
W2978511071,10.17835/2078-5429.2016.7.3.143-152,2016,2,S2739286190,2019-09-26,2019.0,AUTHOR_MISCONDUCT,Journal of Economic Regulation,Humanitarian Perspectives LLC (Rostov-on-Don) (ООО Гуманитарные перспективы (Ростов-на-Дону))
W2980489280,10.1631/jzus.b1800530,2019,7,S47715536,2019-12-21,2019.0,AUTHOR_MISCONDUCT,Journal of Zhejiang University: Science B,Springer
W2793861806,10.1016/j.tox.2017.09.010,2017,4,S128555845,2018-02-20,2018.0,AUTHOR_MISCONDUCT,Toxicology,Elsevier
W2887745017,10.1016/j.biopha.2018.07.177,2018,2,S15111687,2020-08-23,2020.0,AUTHOR_MISCONDUCT,Biomedicine & Pharmacotherapy,Elsevier
W3178349692,10.1007/s11356-021-15252-z,2021,5,S87561820,2022-03-04,2022.0,HONEST_ERROR,Environmental Science and Pollution Research,Springer
W2950271949,10.1186/s42234-018-0014-7,2018,1,S4210188010,2019-06-20,2019.0,AUTHOR_MISCONDUCT,Bioelectronic Medicine,Springer - Biomed Central (BMC)
W1986541492,10.1097/00000539-199503000-00008,1995,5,S104698359,2020-11-01,2020.0,AUTHOR_MISCONDUCT,Anesthesia & Analgesia,Wolters Kluwer - Lippincott Williams & Wilkins
W2890673472,10.3892/mmr.2017.7750,2017,6,S95395365,2018-08-22,2018.0,HONEST_ERROR,Molecular Medicine Reports,Spandidos
W2087186833,10.1016/j.neulet.2012.04.034,2012,3,S203050076,2022-07-08,2022.0,AUTHOR_MISCONDUCT,Neuroscience Letters,Elsevier
W2975006941,10.1016/j.glohj.2019.09.003,2019,3,S4210213333,2021-04-08,2021.0,AUTHOR_MISCONDUCT,Global Health Journal,Elsevier
W2090450167,10.1213/ane.0b013e3181f1bd55,2010,3,S104698359,2016-06-01,2016.0,AUTHOR_MISCONDUCT,Anesthesia & Analgesia,Wolters Kluwer
W2765269144,10.1016/j.scitotenv.2017.10.201,2017,3,S86852077,2020-03-18,2020.0,EDITORIAL_COMPROMISE,Science of The Total Environment,Elsevier
W2070446721,10.1016/j.jbiotec.2010.03.015,2010,4,S182099265,2022-08-22,2022.0,AUTHOR_MISCONDUCT,Journal of Biotechnology,Elsevier
W2056360747,10.1074/jbc.m112.374611,2012,11,S140251998,2016-10-21,2016.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2487832609,10.3892/or.2016.4999,2016,6,S124357017,2021-09-24,2021.0,AUTHOR_MISCONDUCT,Oncology Reports,Spandidos
W2995284854,10.1016/j.jaci.2019.11.041,2019,13,S108525051,2022-09-15,2022.0,AUTHOR_MISCONDUCT,Journal of Allergy and Clinical Immunology,Elsevier
W4205388864,10.1016/j.jor.2019.02.032,2019,8,S2764834445,2019-09-13,2019.0,EDITORIAL_COMPROMISE,Journal of Orthopaedics,Elsevier
W2159176608,10.1007/s10753-014-0017-9,2014,5,S127393932,2015-02-26,2015.0,HONEST_ERROR,Inflammation,Springer
W2011270340,10.2147/ndt.s16270,2011,5,S124245730,2020-12-16,2020.0,AUTHOR_MISCONDUCT,Neuropsychiatric Disease and Treatment,Taylor and Francis - Dove Press
W2005137750,10.1159/000117421,2008,6,S162735375,2019-01-15,2019.0,AUTHOR_MISCONDUCT,European Neurology,Karger
W2915806047,10.1194/jlr.m083568,2019,9,S11400418,2020-01-01,2020.0,AUTHOR_MISCONDUCT,Journal of Lipid Research,American Society for Biochemistry and Molecular Biology (ASBMB)
W2900953407,10.1007/s00228-018-2595-1,2018,4,S31780008,2019-04-11,2019.0,HONEST_ERROR,European Journal of Clinical Pharmacology,Springer
W4285538278,10.4103/ijmr.ijmr_2035_19,2021,2,S147245081,2022-01-01,2022.0,AUTHOR_MISCONDUCT,Indian Journal of Medical Research,Wolters Kluwer - Lippincott Williams & Wilkins
W2897548182,10.4317/medoral.22439,2018,6,S97600184,2018-10-20,2018.0,AUTHOR_MISCONDUCT,"Medicina Oral, Patología Oral y Cirugía Bucal",Medicina Oral S.L
W2972486576,10.1016/j.intimp.2019.105878,2019,6,S158377717,2021-08-02,2021.0,HONEST_ERROR,International Immunopharmacology,Elsevier
W2152366622,10.1016/j.jss.2012.06.069,2012,4,S45161156,2015-06-14,2015.0,AUTHOR_MISCONDUCT,Journal of Surgical Research,Elsevier
W2151637202,10.1074/jbc.m110.158378,2010,3,S140251998,2016-08-05,2016.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W1990563227,10.3109/10428194.2011.591005,2011,4,S27064115,2016-07-19,2016.0,AUTHOR_MISCONDUCT,Leukemia & Lymphoma,Taylor and Francis
W3111862890,10.1016/j.bcmd.2020.102533,2020,4,S183588319,2022-06-20,2022.0,AUTHOR_MISCONDUCT,"Blood Cells, Molecules, and Diseases",Elsevier
W3118584901,10.1016/j.cognition.2020.104572,2021,2,S88198767,2021-07-22,2021.0,HONEST_ERROR,Cognition,Elsevier
W3121691128,10.1016/j.lfs.2021.119072,2021,4,S175775512,2021-01-30,2021.0,AUTHOR_MISCONDUCT,Life Sciences,Elsevier
W2216490082,10.1016/j.apjtm.2015.11.006,2015,5,S203437272,2017-07-28,2017.0,AUTHOR_MISCONDUCT,Asian Pacific Journal of Tropic Medicine,Elsevier
W2213269784,10.1007/s00404-015-3990-9,2015,2,S568598,2022-05-20,2022.0,HONEST_ERROR,Archives of Gynecology and Obstetrics,Springer
W2034572584,10.1016/j.lungcan.2009.06.013,2009,10,S100767427,2016-12-01,2016.0,HONEST_ERROR,Lung Cancer: Journal of the International Association for the Study of Lung Cancer,Elsevier
W2130650067,10.1172/jci24813,2005,1,S114430552,2020-01-02,2020.0,AUTHOR_MISCONDUCT,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation
W2582404027,10.1016/j.sjbs.2017.01.014,2017,3,S32679471,2017-03-01,2017.0,EDITORIAL_COMPROMISE,Saudi Journal of Biological Sciences,Elsevier
W1780298659,10.2147/ott.s91035,2015,5,S120324992,2022-07-29,2022.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W1480431573,10.1002/14651858.cd001869,2001,2,S4210172715,2015-09-07,2015.0,HONEST_ERROR,Cochrane Database of Systematic Reviews,Wiley
W3169956379,10.1074/jbc.m110.109272,2010,6,S140251998,2016-07-01,2016.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2315920323,10.1097/00007691-199902000-00011,1999,3,S179268941,2019-02-12,2019.0,UNCONFIRMED_CONCERNS,Therapeutic Drug Monitoring,Wolters Kluwer
W2748265281,10.1016/j.yexcr.2017.08.021,2017,7,S132505712,2018-06-04,2018.0,HONEST_ERROR,Experimental Cell Research,Elsevier
